timestamp,transaction_count,unique_wallets,total_volume_usd,sample_wallets
2025-11-22 15:10:00+00:00,21,22,1625.2135294073937,"['7EK2KacwsikCQPfNe6ohZaJ4TKu148ZfSXCr8ozRR4K3', 'EZwPn7Ku9ARNwiF8tnjDfwdCPLuHMYwYTn7Q5iK3MUaV', '6ybaWnWYbvqJj4pXhvbsryvJTfuLhCBaNBDZnb998jxa', '47gugN4b38kyqiFG94S8kzkPs6q7c1wJbvG7cA3kRUo4', 'BckSupmAdrcQczyohr4jXjUBYfJ2ppPf2DTJQxibcCKS']"
2025-11-22 16:25:00+00:00,21,19,4019.5852407832635,"['6ouVAxrquAd1Nze8iCegVfmM2BNGCbMpPSajGmvAQP42', '33fZ9z38cvRNgLHVZNFehyeDRTQhc8E1FHkrSa3wre8v', 'sD64FkKi6ctqmKaS515geR279XQhMULrtgAwZLqKMaD', 'Fdo47EPoxbFY8xCRVU7VTKWCdhTsXGt91qtKSVX7y1SR', 'DdYuxrfH7ryy75aVnbweYqZNfWH5cFxWMHYnddfqUgXH']"
2025-11-22 12:35:00+00:00,21,19,649.3934083001259,"['EZwPn7Ku9ARNwiF8tnjDfwdCPLuHMYwYTn7Q5iK3MUaV', '8bdWDDwJ92bFxEVjy9nG7EgAMC2HA8zyC5gJU2ZGEoNF', 'CkAbxXKWVxXTkW1JGRComqHjRijGwPGSMoseoqrtTZrK', '7wq5YXumutgJUtFGTiGX5GXgixuwWobSZ8Qnbkf7zDEc', 'CqQMFUCEMbK9Cp9yMonmthKqzc59Ta48JpZMZsh1bDqf']"
2025-11-22 14:40:00+00:00,21,17,3430.122550160305,"['FJsMyS6qJr9CU9RiTo7K7wWbXdgh9Pxb5ynE5Uj7vQB5', 'EZwPn7Ku9ARNwiF8tnjDfwdCPLuHMYwYTn7Q5iK3MUaV', '3ZZsQYPM186QxxcT6Rvq8HHc12voNhYzSzM6MCqprSie', '4EnJqqKsyXA8Cs9GLzijAkxwcufmVdPBnC5hRmnyyJvR', '2B6ZieFdUQBH6CBZyC7r9hZN6w2iz8QTR8rNZHsaKGeC']"
2025-11-22 14:10:00+00:00,20,21,666.600649679943,"['2Ap3yC1D5vw7sgrhmUZ1W1Jd99PZNVA8Dbqmw4u593Mq', '2ZBPAgLJw7f37jt537gvYtRDGjrCswdA1gmqRuzMa6cL', 'E3dG5mRcrevt5uAdwV6onirUiWUmDUN1RPBSMUFtR1ed', 'C2L6DdAtVQNcDw3KKGoyWTV3AfuYdUfPKZn21EEhKMkm', 'GzKmxJrHEFuMmiuDNHrA6EZ52XbiV8McSYAGD3eHHxKk']"
2025-11-22 13:20:00+00:00,19,14,813.5387709348499,"['EZwPn7Ku9ARNwiF8tnjDfwdCPLuHMYwYTn7Q5iK3MUaV', '6nySLiLB93hH6qkYsEja8XoeZMo6pkMUGm7hz9rfhJTj', '92rbMBEcSyvudgKGbDPqyZUndMXQFmWkMrKi9GJkWqos', '5DDZt6dvXFPhnNScULoFAeK1GVfkMn4H8fC6EYDFhELg', 'E4xNvD1JsnRS3HeakzHsPBcwSD9kArpc1n7CiNQP3sxd']"
2025-11-22 15:50:00+00:00,19,20,1008.336964108007,"['3wqxMfwBGVoTqFetT7AFa4CrAxsut7yUi4fdyoqD2Qz1', '91d9qFqJWNQKFoz7RbfyVp8c4DMjuiP2ZyRX1VNrBAXx', '8gUo3CWLssxqfP5bBB4avaX3vwPnMHC7dLbEf3DhPyQ9', 'EZwPn7Ku9ARNwiF8tnjDfwdCPLuHMYwYTn7Q5iK3MUaV', '2Ap3yC1D5vw7sgrhmUZ1W1Jd99PZNVA8Dbqmw4u593Mq']"
2025-11-22 13:25:00+00:00,18,15,956.6153271093519,"['EZwPn7Ku9ARNwiF8tnjDfwdCPLuHMYwYTn7Q5iK3MUaV', 'DA6U1LErB5f4JB9TaexHWmn4bsUMJW21S5DmHxmGsqiT', 'C2L6DdAtVQNcDw3KKGoyWTV3AfuYdUfPKZn21EEhKMkm', 'F3T4faFagfY2Pa1nZdYAs1YHMuH1Req4c3vAhe7quA29', 'L9epjBNcfiXqxWRPa6s8wBVvQjujm7ijwisd5tUKef9']"
2025-11-22 13:40:00+00:00,17,19,1531.427344409152,"['2Ap3yC1D5vw7sgrhmUZ1W1Jd99PZNVA8Dbqmw4u593Mq', '33fZ9z38cvRNgLHVZNFehyeDRTQhc8E1FHkrSa3wre8v', 'BmuZwqRsvCtgYKThaoHjTgnD36NogzRhFPUM1zdWwuNK', 'CqQMFUCEMbK9Cp9yMonmthKqzc59Ta48JpZMZsh1bDqf', 'Fdo47EPoxbFY8xCRVU7VTKWCdhTsXGt91qtKSVX7y1SR']"
2025-11-22 16:05:00+00:00,17,13,308.75565182835203,"['2UPrqbdAsynHNeKtsQ4YxjuwbbXmgM5doYFwJLQTeswZ', 'EZwPn7Ku9ARNwiF8tnjDfwdCPLuHMYwYTn7Q5iK3MUaV', 'J5y1Y4gKSbVfsjysPQrnizCrpqNkubx8tpjHeaCGZanE', 'Da77CYQpM6GVeZoGJDGTwP5GnWcutiPCSBXz8q8kCgjj', '8QwcX2sa3oEdV9xVjDjQ3N5JpZNSzYtJuu77fKhGTaU4']"
